13117,1771851192.310955492,1771851192.287732529,-23.2229
13118,1771851192.310960410,1771851192.287732591,-23.2277
13119,1771851192.310965372,1771851192.287732673,-23.2327
13120,1771851192.310975818,1771851192.287732739,-23.243
13121,1771851192.310980061,1771851192.292135987,-18.8441
13122,1771851192.343664120,1771851192.347036703,3.37243
13123,1771851192.343750537,1771851192.347037755,3.28732
13124,1771851192.343763260,1771851192.347037828,3.27444
13125,1771851192.343787554,1771851192.347037898,3.25012
13126,1771851192.343798074,1771851192.347037966,3.23987
13127,1771851192.343822087,1771851192.347038035,3.21603
13128,1771851192.343831243,1771851192.347038106,3.20673
13129,1771851192.343858984,1771851192.347038176,3.17931
13130,1771851192.343868811,1771851192.347158179,3.28946
13131,1771851192.343877611,1771851192.347158313,3.28088
13132,1771851192.343901181,1771851192.347158397,3.25727
13133,1771851192.343910571,1771851192.347158475,3.24798
13134,1771851192.343936985,1771851192.347158554,3.22175
13135,1771851192.343946870,1771851192.347158632,3.21174
13136,1771851192.343955461,1771851192.347158729,3.20315
13137,1771851192.343981103,1771851192.347158804,3.17788
13138,1771851192.344006766,1771851192.347188602,3.18193
13139,1771851192.344015698,1771851192.348323580,4.30799
13140,1771851192.379111986,1771851192.356102568,-23.0095
13141,1771851192.379170242,1771851192.356103671,-23.0665
13142,1771851192.379178110,1771851192.356103732,-23.0744
13143,1771851192.379189080,1771851192.356103789,-23.0851
13144,1771851192.379195316,1771851192.356103847,-23.0913
13145,1771851192.379206167,1771851192.356103904,-23.1023
13146,1771851192.379211531,1771851192.356103963,-23.1075
13147,1771851192.379222502,1771851192.356104020,-23.1183
13148,1771851192.379227578,1771851192.356241623,-22.9859
13149,1771851192.379237865,1771851192.356241865,-22.9959
13150,1771851192.379243383,1771851192.356241925,-23.0014
13151,1771851192.379255804,1771851192.356241984,-23.0138
13152,1771851192.379260947,1771851192.356242041,-23.0191
13153,1771851192.379265771,1771851192.356242100,-23.0236
13154,1771851192.379276367,1771851192.356242160,-23.0341
13155,1771851192.379280826,1771851192.356880846,-22.3999
13156,1771851192.410270717,1771851192.419341689,9.07111
13157,1771851192.410303366,1771851192.419343230,9.03988
13158,1771851192.410309047,1771851192.419343329,9.03416
13159,1771851192.410319714,1771851192.419343427,9.02367
13160,1771851192.410325330,1771851192.419343526,9.01818
13161,1771851192.410335804,1771851192.419343624,9.00793
13162,1771851192.410340593,1771851192.419343725,9.00316
13163,1771851192.410351005,1771851192.419343824,8.99267
13164,1771851192.410356164,1771851192.419542736,9.18651
13165,1771851192.410366027,1771851192.419543263,9.17721
13166,1771851192.410370424,1771851192.419543401,9.17315
13167,1771851192.410381976,1771851192.419543501,9.16147
13168,1771851192.410386895,1771851192.419543599,9.1567
